Land_size_for_Crop_Agriculture_Acres,hh_size,hhh_age,number_perennial_grown,HH Income + Production/Day  (USD),business_number,composts,water_control_practise,postharvest_food_storage,hhh_read_write,Material_walls,bicycle_owned,seasonal_crops_planted,grow_vegetables,season2_crops_planted,work_casual,radios_owned,non_bio_waste_mgt_method,save_mode_7,tippy_tap_present,soil_mgt_methods,hh_produce_lq_manure,Access to electricity,ProgressStatus
4.0,8.0,43.0,1.0,1.8818955942243611,0,1,1,1,1,1,0,5.0,1,3.0,0,0,97,1,1.0,2 3 5,1,0,Struggling
0.5,2.0,73.0,3.0,3.2236208811551275,0,1,1,1,0,1,0,5.0,1,3.0,0,0,1 2,0,1.0,1 2 3 4,1,1,On Track
2.5,6.0,37.0,2.0,3.234542761940022,0,1,1,0,1,1,0,6.0,1,5.0,0,0,1,1,1.0,1 2 3 4,1,1,On Track
0.6,3.0,24.0,1.0,2.7238059977786007,0,1,1,1,1,1,0,4.0,1,3.0,1,1,2,1,1.0,1 2 3 4 5,1,0,Struggling
3.0,10.5,48.0,1.0,2.2532395409107737,0,1,0,0,0,2,1,4.0,1,3.0,1,0,3,0,1.0,1,0,0,Struggling
0.3,2.0,61.0,3.0,3.245464642724917,0,1,0,0,1,1,0,6.0,1,5.0,0,1,1,1,1.0,1 2 3 4,0,1,On Track
0.0,5.0,36.0,3.0,2.9785264716771565,0,1,1,1,1,1,0,4.0,1,3.0,0,1,1,0,1.0,3 5,1,0,Struggling
2.0,6.0,63.0,3.0,3.2543502406516107,0,1,1,1,0,1,0,4.0,1,3.0,1,1,1 2,0,1.0,1 2 3,1,1,On Track
1.0,3.0,84.0,2.0,3.2543502406516107,0,1,1,1,0,1,0,5.0,1,4.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
1.0,5.0,95.0,2.0,3.2569418733802293,0,1,1,1,0,1,0,3.0,1,3.0,1,0,1 2 3,1,1.0,1 2 3 4 5,1,0,On Track
1.5,5.0,42.0,2.0,2.8196964087375047,0,1,0,0,0,1,0,3.0,0,4.0,1,0,1,1,1.0,2 3 4 5,1,1,Struggling
1.5,3.0,63.0,2.0,3.2639763050721955,0,1,1,1,0,1,0,4.0,1,3.0,0,1,1,1,1.0,1 2 3 4 5,1,1,On Track
0.6,6.0,51.0,2.0,2.1562384302110327,0,1,1,1,1,2,0,2.0,1,1.0,0,1,2,1,1.0,1 2 3 4 5,1,0,Struggling
1.0,3.0,83.0,2.0,2.926693817104776,0,1,1,1,1,1,0,6.0,1,4.0,0,1,2,1,1.0,2 3 4 5,1,0,Struggling
4.5,3.0,52.0,0.0,2.195483154387264,0,1,0,0,1,2,1,4.0,1,4.0,1,0,1,0,1.0,1,0,0,Struggling
1.49,6.0,36.0,1.0,3.270640503517216,0,1,1,1,1,2,0,6.0,1,5.0,1,1,97,1,0.0,2 5,0,1,On Track
2.0,4.0,29.0,3.0,2.678267308404295,0,0,1,1,1,2,0,3.0,1,3.0,0,1,1,0,0.0,1 2 3 4 5,1,1,Struggling
0.5,2.0,64.0,5.0,3.270640503517216,0,1,1,1,1,1,0,4.0,1,3.0,0,0,1,1,1.0,1 2 3 4 5,1,1,On Track
1.0,3.0,35.0,1.0,3.272121436504998,0,1,0,1,1,2,0,6.0,1,3.0,1,1,1 2,1,1.0,1 2 3 4,1,1,On Track
1.0,3.0,43.0,5.0,3.120325805257312,0,0,1,1,0,1,0,4.0,1,3.0,1,0,1 2,1,1.0,1 2 3 4 5,1,1,On Track
1.5,4.0,29.0,0.0,1.5597926693817106,0,1,0,0,1,1,0,4.0,1,3.0,0,0,1,1,1.0,1 3 5,0,0,Struggling
0.8,2.0,32.0,2.0,2.293224731580896,0,1,1,1,0,1,0,4.0,1,4.0,0,0,1 2,1,1.0,2 4 5,1,1,Struggling
1.5,4.0,30.0,3.0,2.288041466123658,0,1,1,0,1,1,0,3.0,1,2.0,0,0,1,0,1.0,1 2 3 4 5,1,0,Struggling
1.25,3.0,30.0,1.0,2.7619400222139947,0,1,1,1,1,1,1,5.0,1,4.0,1,1,1 2 3,1,1.0,1 2 3 4 5,1,0,Struggling
0.5,3.0,71.0,3.0,2.934468715290633,0,1,0,0,1,1,0,5.0,1,3.0,0,1,1,1,1.0,1 2 3 4 5,1,1,Struggling
2.5,5.0,63.0,4.0,3.09959274342836,0,1,1,0,1,1,1,5.0,1,3.0,0,1,97,1,1.0,2 3 4 5,0,1,On Track
2.0,4.0,66.0,2.0,2.7289892632358383,0,1,0,1,1,1,0,4.0,1,1.0,1,0,2,1,1.0,1 3 5,1,0,Struggling
1.25,6.0,37.0,1.0,3.2476860422065905,0,1,1,1,1,1,0,5.0,1,4.0,0,1,1 2,1,1.0,1 2 3 4 5,1,1,On Track
0.5,1.0,30.0,3.0,3.293224731580896,0,1,1,1,0,1,0,3.0,1,4.0,1,1,1 2 3,0,1.0,1 2 3,1,1,On Track
2.8,7.0,37.0,3.0,3.1299518696778974,0,1,1,1,0,1,0,5.0,1,3.0,0,1,1,1,1.0,1 4,0,1,On Track
0.8,7.0,55.0,1.0,3.3032210292484265,0,1,1,1,1,1,1,7.0,1,2.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
1.25,5.0,40.0,3.0,1.9888930025916327,1,1,0,1,1,1,0,3.0,1,4.0,0,0,2,1,1.0,4,1,1,Struggling
1.0,8.0,60.0,1.0,2.6871529063309887,0,1,0,0,1,1,0,4.0,1,3.0,0,0,1,1,1.0,1 2 3 4,1,1,Struggling
1.5,7.0,40.0,2.0,3.3172898926323584,0,1,1,1,0,1,0,4.0,1,2.0,1,1,97,0,1.0,2 3 4 5,1,1,On Track
1.5,5.0,42.0,7.0,3.072491669751944,0,1,1,1,1,1,1,6.0,1,4.0,0,0,1,0,1.0,1 4,0,1,On Track
0.4,4.0,34.0,2.0,3.048130322102925,0,1,1,1,1,1,0,4.0,1,3.0,0,1,1,1,1.0,1 2 3 4 5,1,1,On Track
1.8,4.0,70.0,2.0,2.750833024805628,0,1,1,1,1,1,0,3.0,1,1.0,1,1,2,0,1.0,1 2 3 4,1,1,Struggling
0.25,4.0,25.0,2.0,3.1414291003332098,0,1,1,1,0,1,0,4.0,1,3.0,1,1,1 2,1,1.0,1 2 3,1,1,On Track
1.0,5.0,27.0,1.0,3.3320992225101813,0,0,1,1,1,2,0,4.0,1,3.0,1,1,2,1,1.0,1 2 3 4 5,1,1,On Track
1.0,8.0,37.0,1.0,2.962236208811551,1,0,1,0,1,1,0,3.0,1,4.0,0,0,3,1,0.0,1 2 3 5,1,1,Struggling
3.0,5.0,38.0,4.0,2.9655683080340616,0,1,1,1,1,2,0,3.0,1,2.0,0,1,1,0,1.0,1 2 3 4 5,1,0,Struggling
0.4,7.0,36.0,2.0,2.6990003702332466,0,1,1,1,0,1,0,3.0,1,2.0,1,1,1,1,1.0,1 2 3 4 5,1,1,Struggling
0.25,4.0,43.0,1.0,3.029988893002592,0,0,1,0,0,1,0,2.0,1,3.0,1,0,1,1,0.0,1 2 4 5,1,1,On Track
0.5,4.0,55.0,1.0,3.0536838208071084,0,1,1,1,0,1,0,3.0,0,2.0,1,0,97,1,1.0,2 3 4 5,1,1,On Track
2.0,3.0,64.0,2.0,2.796001480932988,0,1,0,1,0,1,0,6.0,1,3.0,0,0,1,1,1.0,1 2,1,0,Struggling
0.9,3.0,48.0,2.0,3.35320251758608,0,1,1,1,1,1,0,4.0,1,3.0,0,1,1,1,1.0,2 4,1,0,On Track
1.5,3.0,45.0,3.0,2.5954091077378747,0,1,0,0,0,1,0,5.0,1,4.0,0,1,1,1,1.0,2 3 4,1,0,Struggling
1.4,7.0,39.0,2.0,3.0214735283228435,0,1,1,1,1,2,0,4.0,1,3.0,0,1,2,1,1.0,1 2 3 4 5,1,1,On Track
0.75,6.0,35.0,0.0,3.133654202147353,0,1,1,1,0,1,0,4.0,1,4.0,1,0,1,1,1.0,2 3 4,0,1,On Track
1.0,2.0,60.0,4.0,3.365049981488337,0,1,1,0,1,1,1,5.0,1,4.0,1,1,1,1,1.0,1 2 4 5,1,0,On Track
0.8,6.0,38.0,2.0,3.3669011477230653,0,1,1,1,1,2,0,5.0,1,4.0,0,1,1,1,1.0,2 3 4 5,1,0,On Track
1.0,6.0,30.0,1.0,3.295816364309515,0,1,0,0,1,1,0,4.0,1,4.0,0,0,1,1,1.0,1 2 3 4,1,1,On Track
2.0,5.0,30.0,3.0,2.9937060348019253,0,1,1,1,1,2,0,3.0,1,2.0,1,1,1,1,1.0,2,1,1,Struggling
2.0,5.0,41.0,3.0,3.162532395409108,0,0,0,1,0,2,0,5.0,1,6.0,0,0,1,1,1.0,2 3 4,1,0,On Track
0.3,7.0,34.0,2.0,3.3802295446131065,0,1,0,0,1,2,0,5.0,1,4.0,0,0,1,1,1.0,1 2 3 4 5,1,1,On Track
3.0,2.0,56.0,2.0,3.3891151425398003,0,0,1,0,1,1,0,5.0,0,5.0,1,0,1,1,1.0,1 2 3 4,1,0,On Track
1.0,6.0,37.0,0.0,3.400592373195113,1,0,1,1,1,2,0,5.0,1,4.0,0,1,97,1,1.0,2 3 4 5,0,0,On Track
1.25,4.0,55.0,4.0,3.3502406516105148,0,1,1,1,0,1,0,5.0,1,3.0,1,1,1 2 3,1,1.0,1 2 3 4 5,1,1,On Track
1.0,3.0,50.0,4.0,2.1288411699370604,0,1,1,1,1,1,0,5.0,1,3.0,0,1,2 97,1,1.0,2 3 4 5,0,0,Struggling
1.5,2.0,65.0,2.0,3.243613476490189,1,0,1,1,1,1,0,4.0,1,3.0,1,0,1,1,1.0,2 4,1,1,On Track
1.5,5.0,52.0,4.0,3.358385783043317,0,1,1,0,1,2,0,5.0,1,4.0,1,1,97,1,1.0,2 3 4 5,0,1,On Track
0.3,4.0,27.0,3.0,3.4205849685301737,0,1,1,1,1,1,0,4.0,1,3.0,1,0,1,1,1.0,1 2 3 4 5,1,1,On Track
4.8,6.0,55.0,1.0,2.754535357275083,0,0,1,1,1,1,0,4.0,1,3.0,1,0,3,0,0.0,2 4 5 97,1,0,Struggling
3.0,3.0,62.0,6.0,3.272861902998889,0,1,1,1,1,1,0,3.0,1,4.0,0,0,1,1,1.0,1 2 3 4 5,1,1,On Track
1.5,6.0,47.0,3.0,2.826360607182525,0,0,1,1,0,1,0,4.0,1,3.0,1,1,1,1,0.0,2 4 5,1,0,Struggling
1.0,4.0,66.0,1.0,2.318770825620141,0,1,1,0,0,1,0,6.0,1,4.0,0,0,97,1,1.0,2 3 4 5,0,0,Struggling
0.99,4.0,38.0,4.0,3.039614957423177,0,0,1,1,1,2,0,4.0,1,4.0,1,1,97,1,1.0,2 4 5,0,1,On Track
3.5,5.0,49.0,2.0,2.974824139207701,1,1,0,1,1,2,1,3.0,1,3.0,0,1,1,1,1.0,1 2 3 4 5,1,0,Struggling
0.25,3.0,33.0,4.0,3.452054794520548,0,1,1,1,1,2,0,3.0,1,3.0,1,1,1,1,1.0,1 2 3 4 5,1,1,On Track
0.5,5.0,45.0,1.0,3.108108108108108,0,1,0,1,1,1,0,4.0,1,4.0,1,1,2,0,1.0,2 3 4,1,1,On Track
0.8,4.0,49.0,4.0,3.2380599777860053,0,1,1,1,1,1,0,3.0,1,2.0,0,1,1,1,1.0,1 2 3 4 5,1,1,On Track
3.0,8.0,49.0,4.0,2.507219548315439,0,1,1,1,1,1,0,1.0,1,6.0,0,0,2,1,1.0,1 2 3 4,1,0,Struggling
1.4,6.0,40.0,3.0,3.241762310255461,0,1,1,1,1,1,0,4.0,1,5.0,0,0,1,1,1.0,2 3 4 5,1,1,On Track
1.98,4.0,62.0,2.0,2.132673084042947,0,1,1,1,0,2,0,7.0,1,4.0,0,0,2,1,1.0,1 2 4 5,0,1,Struggling
1.0,6.0,54.0,0.0,2.8763420955201777,0,1,0,0,1,2,0,5.0,1,4.0,0,1,1,1,1.0,1 2 3 4,0,0,Struggling
2.0,4.0,37.0,1.0,3.175860792299148,0,1,1,0,1,1,1,6.0,1,3.0,0,1,2 97,1,1.0,2 3 4 5,0,0,On Track
1.0,3.0,28.0,1.0,3.1476490188818955,1,0,1,1,1,2,0,3.0,1,6.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
1.0,2.0,28.0,2.0,3.1225472047389853,0,1,0,1,1,1,0,6.0,1,3.0,1,0,1,0,1.0,1 2 3,1,1,On Track
1.5,2.0,63.0,5.0,2.4253980007404667,0,1,1,1,1,1,0,5.0,0,5.0,0,1,1,1,1.0,2 3 4,1,0,Struggling
1.0,3.0,24.0,3.0,1.6819696408737506,0,1,1,1,1,1,0,4.0,1,2.0,0,1,1 2 3,1,1.0,1 3 4 5,1,1,Struggling
3.0,8.0,36.0,1.0,3.0659015179563127,0,1,1,1,1,1,0,4.0,1,4.0,0,0,97,1,1.0,2 3 4,1,1,On Track
4.8,7.0,34.0,2.0,2.950758978156238,0,1,1,0,1,2,0,4.0,1,3.0,0,0,1 2,1,1.0,2 3 4,1,0,Struggling
0.5,4.0,45.0,6.0,3.1799333580155498,0,1,1,1,1,1,0,5.0,1,5.0,1,0,1,1,1.0,1 2 3 4,1,0,On Track
1.0,5.0,32.0,1.0,3.0866345797852643,0,1,1,0,1,1,0,3.0,1,4.0,1,1,1,1,1.0,1 2 4,1,0,On Track
0.5,4.0,32.0,2.0,3.0955201777119585,0,1,1,1,1,2,0,3.0,1,3.0,1,1,1,1,1.0,1 2 4,1,1,On Track
1.3,4.0,25.0,1.0,1.6890040725657165,0,0,1,1,1,1,0,3.0,1,3.0,1,0,1,0,1.0,2 4 5,1,1,Struggling
2.0,5.0,49.0,1.0,2.949278045168456,1,1,1,1,1,2,0,3.0,1,4.0,0,0,1 2,1,1.0,2 3 4,1,1,Struggling
1.0,4.0,25.0,2.0,3.4979637171418,0,1,1,1,1,1,0,3.0,1,5.0,1,1,2,1,1.0,1 2 4 5,1,0,On Track
0.0,3.0,30.0,3.0,2.7604590892262126,0,1,1,1,1,1,0,3.0,1,3.0,1,1,1 2 3,1,1.0,2 4 5,1,0,Struggling
0.25,7.0,34.0,2.0,3.5542391706775267,0,1,1,0,1,1,0,3.0,1,3.0,1,1,1,1,1.0,1 4,1,1,On Track
1.0,4.0,73.0,2.0,3.121436504998149,0,1,1,1,1,1,0,5.0,1,3.0,0,0,97,1,1.0,2 3,1,1,On Track
1.5,2.0,32.0,2.0,3.5590522028878198,0,1,1,1,1,2,0,6.0,1,4.0,0,0,1,1,1.0,2 3 4 5,1,1,On Track
1.5,5.0,50.0,2.0,3.0581266197704555,0,1,1,1,1,1,0,4.0,1,3.0,0,1,2,1,1.0,1 2 3 4 5,1,0,On Track
2.0,3.0,52.0,1.0,1.4898185857089965,0,1,1,1,0,1,0,3.0,1,3.0,1,1,2,1,1.0,2 3 4,1,1,Struggling
1.5,3.0,22.0,2.0,3.267678637541651,0,1,1,1,0,1,0,6.0,1,3.0,0,1,1 97,1,1.0,1 2 3,1,1,On Track
1.0,4.0,72.0,2.0,3.3887449092928548,0,1,1,1,1,1,0,5.0,1,4.0,0,0,1,1,1.0,1 2 3 4,1,0,On Track
0.9,5.0,37.0,2.0,3.4609403924472417,0,1,1,1,1,1,0,6.0,1,4.0,0,0,1,1,1.0,1 2 3 4 5,1,0,On Track
1.5,4.0,24.0,2.0,3.0040725657164016,0,1,1,1,1,2,0,3.0,1,2.0,1,0,1,0,1.0,1 2 3 4 5,1,1,On Track
0.75,4.0,40.0,2.0,3.5823768974453905,0,1,1,1,1,2,0,2.0,1,2.0,1,1,1,1,1.0,1 4,1,0,On Track
1.3,5.0,52.0,3.0,2.9397260273972603,0,1,0,0,0,1,0,5.0,1,3.0,1,1,1,1,1.0,2 3 4 5,0,1,Struggling
0.2,3.0,28.0,1.0,3.2959644576082936,0,0,1,1,0,1,0,2.0,1,1.0,1,0,1,1,1.0,1 2 3 4 5,1,1,On Track
2.0,6.0,58.0,2.0,2.7101073676416143,0,1,1,1,1,1,0,4.0,1,4.0,1,0,2,1,1.0,2 3 4,1,1,Struggling
0.7,2.0,58.0,6.0,3.0877452795261013,0,0,1,1,0,1,0,2.0,1,2.0,1,1,1,1,0.0,1 2 3 4,1,1,On Track
0.9,5.0,65.0,3.0,1.804516845612736,0,1,1,1,0,1,0,5.0,1,3.0,1,1,1,1,0.0,1 4,1,1,Struggling
0.6,5.0,78.0,2.0,3.4150314698259905,0,1,1,1,0,2,0,4.0,1,4.0,1,1,1,1,1.0,1 2 3 4,1,0,On Track
1.5,2.0,41.0,1.0,3.208441318030359,0,1,1,1,0,2,0,5.0,1,4.0,1,0,1,1,1.0,2 3 4 5,0,1,On Track
2.0,6.0,48.0,3.0,2.1984450203628287,0,1,1,0,1,2,0,5.0,1,4.0,0,0,2 97,1,0.0,2 3 4 5,0,0,Struggling
1.0,5.0,50.0,3.0,2.104776008885598,0,1,1,1,1,1,0,5.0,1,2.0,1,1,1,1,1.0,2,1,0,Struggling
0.6,3.0,25.0,1.0,3.355053683820808,0,1,1,1,1,2,0,2.0,1,4.0,1,0,2,1,0.0,2 3 4 5,1,1,On Track
1.0,5.0,65.0,2.0,2.3900777489818585,0,1,0,0,0,1,0,4.0,1,4.0,0,0,1,1,1.0,2 3 4,0,1,Struggling
1.0,6.0,45.0,0.0,3.15401703072936,0,0,1,1,0,2,0,4.0,1,4.0,1,1,97,1,1.0,2 3 4,0,1,On Track
1.5,4.0,30.0,2.0,3.623102554609404,0,1,1,1,1,1,0,5.0,1,4.0,1,0,2,1,1.0,1 2 3 4,1,0,On Track
2.98,3.0,55.0,2.0,2.7115883006293964,0,0,1,1,1,2,0,3.0,1,4.0,0,0,2,1,1.0,1 2 4 5,0,0,Struggling
1.49,6.0,37.0,3.0,3.567937800814513,0,1,1,1,1,2,0,7.0,1,4.0,1,1,2,1,1.0,1 2 4 5,0,0,On Track
2.0,8.0,55.0,2.0,2.583117363939281,0,1,0,1,1,2,1,4.0,1,3.0,0,0,1,1,1.0,1 4 5,1,0,Struggling
4.8,5.0,75.0,2.0,3.2543502406516107,0,0,0,0,1,2,1,5.0,1,2.0,0,1,1,0,1.0,1 3,1,0,On Track
2.0,4.0,50.0,6.0,2.5942243613476488,0,1,1,1,0,1,0,5.0,1,4.0,0,1,3,0,1.0,1 4,0,0,Struggling
3.0,7.0,55.0,5.0,3.4831543872639763,1,1,0,1,1,2,0,7.0,1,5.0,0,0,1,1,1.0,1 2 3 4 5,1,0,On Track
1.8,4.0,60.0,5.0,2.633470566456868,0,1,1,1,1,2,0,5.0,1,4.0,0,1,1,1,1.0,2 3 4 5,1,0,Struggling
1.0,6.0,70.0,5.0,2.5975564605701598,0,0,1,1,1,1,0,5.0,1,3.0,1,1,1,1,1.0,1 2 3 4 5,1,1,Struggling
2.0,6.0,48.0,4.0,3.265827471306923,0,0,1,1,1,1,0,5.0,1,5.0,0,1,1,1,1.0,1 4,1,1,On Track
2.0,6.0,37.0,3.0,1.7389115142539802,0,1,0,0,1,2,1,5.0,0,4.0,0,0,1,0,1.0,1,1,0,Struggling
2.5,7.0,67.0,3.0,3.717882265827471,0,0,1,1,0,1,1,4.0,1,5.0,0,0,1,1,1.0,1 2 3 4 5,1,0,On Track
0.75,2.0,78.0,2.0,3.734912995186968,0,1,1,1,0,2,0,3.0,1,3.0,0,1,1,1,1.0,1 2 4,1,0,On Track
0.25,6.0,45.0,1.0,1.963717141799333,0,1,1,0,1,1,0,3.0,1,2.0,1,0,1,1,1.0,1 2 3 4 5,1,1,Struggling
2.0,3.0,52.0,2.0,3.5085523880044427,0,1,1,1,1,1,0,4.0,1,4.0,1,0,1,1,0.0,1 3,1,1,On Track
0.25,3.0,30.0,1.0,3.747871158830063,0,0,1,1,1,2,0,3.0,1,3.0,1,0,1,1,1.0,2 3 4 5,1,1,On Track
1.75,5.0,80.0,5.0,2.571640133283969,0,1,1,1,0,2,0,4.0,1,2.0,0,0,1 2 3,1,1.0,1 2 3 4 5,1,0,Struggling
3.0,6.0,45.0,4.0,3.107293594964828,0,1,1,1,1,2,0,3.0,1,5.0,0,1,1,1,1.0,2 3 4 5,1,0,On Track
3.0,2.0,75.0,2.0,2.6704924102184378,0,0,1,0,1,1,0,5.0,1,3.0,0,0,1,1,1.0,1 2 3 4,1,1,Struggling
2.5,3.0,82.0,2.0,2.738985560903369,0,1,0,1,0,2,0,4.0,1,3.0,0,0,1,0,1.0,1 2 3 4 5,0,1,Struggling
0.75,5.0,25.0,1.0,3.5601629026286563,0,1,1,1,1,1,0,3.0,1,3.0,1,1,1,1,1.0,1 4,1,1,On Track
0.75,4.0,30.0,1.0,3.786005183265457,0,1,1,1,1,2,0,4.0,1,7.0,1,1,1,1,1.0,1 4,1,1,On Track
1.5,5.0,38.0,2.0,2.741206960385042,0,1,1,1,1,1,0,3.0,1,1.0,1,0,1,1,1.0,1 3 4,1,0,Struggling
1.25,4.0,26.0,1.0,3.756904850055535,0,1,1,1,1,1,0,5.0,1,4.0,1,1,1 2 3,1,1.0,1 2 3 4 5,1,0,On Track
0.4,5.0,48.0,2.0,3.11551277304702,0,1,1,1,1,1,0,3.0,1,3.0,0,1,1,1,1.0,1 2 3 4 5,1,0,On Track
1.0,6.0,37.0,1.0,3.515734912995187,0,1,1,1,1,2,0,5.0,1,5.0,0,0,1 2 3,1,1.0,1 2 3 4 5,1,0,On Track
0.5,2.0,60.0,1.0,2.7160310995927435,0,1,0,0,1,2,0,3.0,1,4.0,0,1,1,1,1.0,1 2 3 4 5,1,0,Struggling
0.75,5.0,36.0,0.0,3.836727138097001,1,1,1,1,1,1,0,2.0,1,4.0,0,0,2,1,1.0,2 3 4 5,0,1,On Track
1.0,1.0,53.0,3.0,3.79415031469826,0,1,1,1,0,1,0,8.0,0,4.0,1,0,1 2 3,1,1.0,2 4 5,1,1,On Track
0.5,4.0,69.0,2.0,3.0840429470566457,0,1,0,0,1,1,0,3.0,1,4.0,0,0,1,1,1.0,1 2 3 4,1,0,On Track
2.5,6.0,53.0,3.0,3.2632358385783045,0,1,1,0,0,1,0,4.0,1,4.0,0,0,1,1,1.0,2 4,1,1,On Track
2.0,2.0,62.0,2.0,2.314328026656794,0,1,1,1,1,1,0,4.0,1,3.0,0,1,2,1,1.0,1 2 3 4 5,1,0,Struggling
1.5,7.0,37.0,0.0,2.961865975564605,0,0,1,1,0,2,0,4.0,1,5.0,1,0,97,1,1.0,2 3 4 5,0,1,Struggling
1.0,3.0,48.0,3.0,2.969270640503517,0,1,1,1,1,1,0,3.0,1,3.0,0,1,2 97,1,1.0,1 2 3,1,1,Struggling
1.5,4.0,29.0,4.0,3.8607922991484633,0,1,0,0,0,2,0,3.0,1,5.0,1,1,2 97,1,1.0,2 3 4 5,0,1,On Track
1.8,6.0,42.0,3.0,2.761569788967049,0,1,1,1,1,2,0,5.0,1,4.0,0,1,1,1,1.0,2 3,1,0,Struggling
0.3,4.0,44.0,2.0,3.872639763050722,0,1,1,1,1,2,0,4.0,1,5.0,1,0,1,1,1.0,2 3 4 5,1,0,On Track
1.0,4.0,53.0,2.0,3.804516845612736,0,1,1,1,0,1,0,4.0,1,4.0,0,1,2,0,1.0,2 3 4,1,1,On Track
2.0,2.0,73.0,1.0,2.878563495001851,0,1,1,1,1,2,0,3.0,1,4.0,0,1,1,1,1.0,1 2 3 4 5,1,0,Struggling
1.4,7.0,37.0,1.0,2.8433913365420214,0,1,0,0,1,2,0,5.0,1,5.0,0,0,1,1,1.0,1 2 3 4,1,1,Struggling
2.3,3.0,70.0,4.0,2.991484635320252,0,1,1,1,0,1,0,3.0,0,4.0,0,1,1,1,1.0,2 4 97,1,0,Struggling
1.7,3.0,25.0,0.0,3.888189559422436,0,1,0,1,1,2,1,5.0,1,3.0,0,0,1,0,1.0,1,0,0,On Track
0.7,5.0,40.0,5.0,3.700111069974084,0,1,1,1,1,2,0,2.0,1,4.0,1,0,1,1,1.0,1 2 3 4 5,1,0,On Track
1.0,5.0,34.0,3.0,3.393261754905591,0,1,0,0,1,1,0,5.0,1,4.0,1,1,1,1,1.0,2 3 4,0,1,On Track
1.0,1.0,40.0,2.0,3.45020362828582,1,1,1,1,1,1,0,5.0,1,4.0,0,1,1 2 3,1,1.0,1 2 3 5,1,0,On Track
2.0,7.0,54.0,3.0,3.0981118104405776,0,1,1,0,1,1,0,5.0,1,6.0,0,1,2,1,1.0,1 2 3 4,1,1,On Track
1.2,6.0,48.0,2.0,3.606071825249908,0,1,1,1,1,1,0,7.0,1,4.0,1,0,1,1,1.0,1 2 3 4 5,1,1,On Track
1.0,3.0,23.0,1.0,2.3495001851166237,0,1,0,1,1,1,0,4.0,1,3.0,0,0,1,1,1.0,1,1,1,Struggling
1.25,8.0,39.0,3.0,3.905220288781933,1,1,1,0,1,1,1,5.0,1,1.0,0,0,97,1,1.0,2 3 4 5,0,1,On Track
1.5,6.0,47.0,1.0,3.911144020733062,0,1,1,1,1,2,1,5.0,1,4.0,0,1,1,1,1.0,2 3 4 5,1,0,On Track
3.5,5.0,49.0,3.0,3.483894853757868,0,1,1,0,0,1,0,5.0,1,5.0,1,0,97,1,1.0,2 3 4 5,0,1,On Track
2.5,7.0,50.0,2.0,2.1162532395409106,0,1,1,1,1,1,0,5.0,1,4.0,0,1,97,1,1.0,2 3 4 5,1,0,Struggling
1.2,6.0,42.0,2.0,2.113957793409848,0,1,0,0,1,1,0,5.0,1,3.0,1,0,1,1,1.0,2,0,1,Struggling
0.7,3.0,42.0,3.0,2.634579785264717,0,1,1,1,0,2,0,4.0,1,4.0,0,0,1,1,0.0,2 3 4 5,1,0,Struggling
3.5,6.0,52.0,2.0,3.299518696778971,0,1,0,0,1,1,0,4.0,1,5.0,1,0,1,0,1.0,1,1,0,On Track
0.6,7.0,53.0,3.0,3.952980377637912,0,1,1,1,1,1,0,4.0,1,4.0,0,1,1 2,1,1.0,1 2 3 4 5,1,1,On Track
0.98,4.0,31.0,2.0,2.119215105516476,0,1,1,1,1,2,0,5.0,1,4.0,0,1,2,1,1.0,2 4 5,1,0,Struggling
3.0,6.0,40.0,4.0,2.849611255090707,0,1,1,0,0,1,0,3.0,1,3.0,1,1,97,1,1.0,2 3 4 5,1,0,Struggling
2.0,1.0,61.0,3.0,3.731210662717512,0,0,1,1,0,1,0,5.0,1,2.0,0,0,1,1,1.0,2 3 5,1,1,On Track
0.49,5.0,40.0,4.0,3.828854128100704,1,1,1,1,1,2,0,6.0,1,4.0,0,1,2,1,1.0,1 2 4 5,0,0,On Track
3.5,4.0,35.0,3.0,3.1206960385042577,0,0,1,1,0,1,0,1.0,1,3.0,0,0,97,0,0.0,2 3 4 5,0,1,On Track
0.8,4.0,52.0,2.0,2.757052943354313,0,1,1,1,1,1,0,2.0,1,3.0,1,1,2,1,1.0,1 2 3 4 5,1,0,Struggling
4.8,6.0,35.0,1.0,2.4390966308774527,0,0,0,1,1,1,0,3.0,1,3.0,0,0,1,1,1.0,1,1,0,Struggling
0.75,4.0,30.0,2.0,2.1514253980007405,0,1,1,0,1,1,0,1.0,1,3.0,0,1,1,1,1.0,1 2 3 4 5,1,0,Struggling
2.0,5.0,42.0,2.0,3.5590522028878198,1,1,1,1,1,2,0,6.0,1,4.0,0,0,1,1,1.0,1 2 3 4 5,1,1,On Track
2.0,5.0,97.5,6.0,3.9977786005183273,1,1,1,1,0,2,0,5.0,1,4.0,0,1,1,1,1.0,1 2 3 4 5,1,0,On Track
3.0,6.0,60.0,0.0,2.431691965938541,0,1,1,0,0,1,0,6.0,1,5.0,0,0,1 2,1,1.0,2 3 4,1,1,Struggling
2.8,2.0,82.0,3.0,3.890040725657164,0,1,1,1,0,1,0,5.0,1,4.0,0,1,1,1,1.0,1 4,0,1,On Track
1.0,7.0,53.0,5.0,2.4479822288041464,0,0,0,1,0,2,1,5.0,1,5.0,0,0,2,1,0.0,2 3 4,1,1,Struggling
